Created                  
2021-12-01 00:00:00 1309 
2022-01-01 00:00:00 1326 
2022-02-01 00:00:00 1272 
2022-03-01 00:00:00 1352 
2022-04-01 00:00:00 1267 
2022-05-01 00:00:00 1411 
2022-06-01 00:00:00 1292 
2022-07-01 00:00:00 1160 
2022-08-01 00:00:00 1212 
2022-09-01 00:00:00 1255 
2022-10-01 00:00:00 1295 
2022-11-01 00:00:00 1216 
2022-12-01 00:00:00 1153 
2023-01-01 00:00:00 1282 
2023-02-01 00:00:00 1211 
2023-03-01 00:00:00 1239 
2023-04-01 00:00:00 1210 
2023-05-01 00:00:00 1285 
2023-06-01 00:00:00 1197 
2023-07-01 00:00:00 1209 
2023-08-01 00:00:00 1202 
2023-09-01 00:00:00 1143 
2023-10-01 00:00:00 1133 
2023-11-01 00:00:00 1173 
2023-12-01 00:00:00 1093 
2024-01-01 00:00:00 1129 
2024-02-01 00:00:00 1146 
2024-03-01 00:00:00 1153 
2024-04-01 00:00:00 1380 
2024-05-01 00:00:00 1283 
2024-06-01 00:00:00 1092 
2024-07-01 00:00:00 1151 
2024-08-01 00:00:00 1108 
2024-09-01 00:00:00 1148 
2024-10-01 00:00:00 1090 
2024-11-01 00:00:00 1050 
2024-12-01 00:00:00 1012 
2025-01-01 00:00:00 1085 
2025-02-01 00:00:00 1031 
2025-03-01 00:00:00 1014 
2025-04-01 00:00:00 956  
2025-05-01 00:00:00 959  
2025-06-01 00:00:00 895  
2025-07-01 00:00:00 882  
2025-08-01 00:00:00 722  
2025-09-01 00:00:00 688  
2025-10-01 00:00:00 706  
2025-11-01 00:00:00 695  
2025-12-01 00:00:00 595  
2026-01-01 00:00:00 649  
2026-02-01 00:00:00 543  
2026-03-01 00:00:00 527  
